Word	Val_N	Val_M	Val_SD	Ar_N	Ar_M	Ar_SD	Con_N	Con_M	Con_SD	length	Cluster	Freq	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI
Bindung	29	6.38	2.29	31	4.29	2.97	11	4.00	2.83	7	1	154320	fehlend	ADJ	372	998.692244984906	Mittelfeld	NN	48	99.8154120540036	Wasserstoff	NN	39	99.7821827407279	DNA	NE	37	99.6440544040146	personell	ADJ	50	98.9514233651286	Wegfall	NN	37	98.8918671749891	bilden	V	143	98.8752511204083	C-Atom	NN	19	98.4449849329216	ewig	ADJ	89	98.1192885109218	einreißen	V	28	98.0269418760216
Zeichnung	28	6.32	1.91	25	1.72	1.65	20	7.75	2.63	9	3	210036	Installation	NN	351	996.996534952301	Zeichner	NN	37	99.7236938412253	getuscht	ADJ	16	99.5430936535831	naturalistisch	ADJ	27	99.4766974246536	farbenprächtig	ADJ	32	99.2509527962759	fein	ADJ	444	986.952335303291	gefallen	V	404	983.853278098093	sehr	ADV	2117	983.245607637181	cartoonhaft	ADJ	15	98.9163594991443	Gewichtsangabe	NN	20	98.9109224351024
Scheinwerfer	28	4.50	1.77	24	2.92	2.30	29	8.62	2.80	12	3	61123	verchromt	ADJ	21	99.2647455013995	Corrado	NE	20	98.1675685734069	hell	ADJ	281	977.437954787378	Mischpult	NN	21	97.5656840355529	auf	P	2186	969.352004987939	flackern	V	22	96.6495321244957	Klarglasabdeckung	NN	11	96.4299281697296	strahlend	ADJ	38	96.140192271321	inklusive	P	52	96.0434954671618	lichtstark	ADJ	20	96.0289953041762
Stift	30	6.20	1.65	20	0.85	2.08	18	8.61	1.88	5	3	98894	Neuzelle	NN	125	998.445773057329	Millstatt	NE	14	99.8122379923721	Konvent	NN	26	99.6271356788963	adlig	ADJ	25	99.2649421810622	Hilfe	NN	136	99.0500710659547	gleiten	V	35	98.1891073846369	Brunneck	NE	12	98.1094004555975	griffbereit	ADJ	25	97.900320121785	aufgehoben	ADJ	20	97.2009831721083	Malpapier	NN	12	97.0609168930944
Seele	27	7.63	1.80	27	5.00	2.72	24	3.92	3.65	5	4	657851	feinstofflich	ADJ	36	99.8617416524515	Paradies	NN	74	99.7944653229492	erbeben	V	27	99.7687398240957	schlummernd	ADJ	31	99.7533288459027	entsprechen	V	220	99.6692130817672	entfliehen	V	45	99.6350205407422	Reifung	NN	34	99.5820215939932	bekehrt	ADJ	23	99.4415208663083	blutend	ADJ	39	99.3881997367757	Krieger	NN	73	99.3781508382691
Ausstellung	14	5.71	1.94	31	2.81	2.20	22	7.41	2.42	11	3	698373	jährlich	ADJ	703	990.303205393202	Rautenstrauch-Joest-Museum	NN	19	99.9027913586325	Katalogbeitrag	NN	18	99.8705522750064	Diskussionsforum	NN	47	99.8221070994529	Untergeschoss	NN	40	99.714047563949	beachtenswert	ADJ	41	99.5905415600883	innovativ	ADJ	178	99.4438181142578	Ticket	NN	101	99.222669412135	plastiniert	ADJ	18	99.1881354466059	Dorfgeschichte	NN	25	99.1388144489839
Blei	33	3.91	2.02	17	1.53	1.77	22	7.73	3.03	4	3	48095	Abbau	NN	35	99.4093228195734	verseucht	ADJ	23	99.3151322757802	elementar	ADJ	32	99.3096714949653	Dichte	NN	29	99.1711644917245	verschießen	V	23	98.8484206907233	Griff	NN	42	98.6710648009343	etc.	ADV	74	97.9840854693373	Gummi	NN	28	97.9333523396459	Gras	NN	34	97.6835170474155	Letter	NN	22	97.0216707076317
Solo	21	4.33	2.06	20	3.80	2.75	18	5.39	3.09	4	1	42132	Schlagzeug	NN	27	99.2224278012738	überzeugen	V	49	99.2142722613353	ausgiebig	ADJ	36	98.7699259358922	Tandem	NN	21	97.962369477857	Gespann	NN	24	97.8448807666379	Gitarrenriff	NN	18	97.6531021742852	einbauen	V	45	97.2762331807547	erstklassig	ADJ	33	97.2311519610621	unnachahmlich	ADJ	21	96.6331908843474	Gitarrenlauf	NN	14	96.2762713229419
Erstattung	24	6.42	1.95	20	3.10	2.36	26	4.31	2.88	10	1	45362	Versandkosten	NN	194	995.815198677978	Reise	NN	60	99.4757799559327	gezahlt	ADJ	176	987.504025560307	Mieter	NN	41	98.838408263021	Verpflegungsmehraufwendung	NN	15	98.3295182969986	Betriebskosten	NN	27	98.2785895042154	gewährt	ADJ	24	97.5415293841437	vorbehaltlos	ADJ	22	96.8917356811241	Sozialversicherungsbeitrag	NN	143	958.284510869774	Übernahme	NN	39	95.666740377093
Darstellung	22	5.23	1.31	28	2.32	2.34	21	4.19	2.54	11	1	570832	stilisiert	ADJ	222	999.3595406824	nachahmend	ADJ	22	99.8447383849126	erklärend	ADJ	41	99.6439491531599	gleichnishaft	ADJ	21	99.5373999163474	herkömmlich	ADJ	116	99.4772206488467	schlierenfrei	ADJ	19	99.4414740621776	ornamental	ADJ	30	99.368006583421	Analyseergebnis	NN	25	99.3421193365897	stimmen	V	271	99.2781087935465	kriegerisch	ADJ	55	99.1978762663352
Geschäft	35	5.03	1.93	26	2.35	2.15	15	7.80	2.31	8	3	684932	maschinenmäßig	ADJ	15	99.8293255774224	Aushang	NN	44	99.8157874546929	aufnehmen	V	320	99.8072701952678	Trennung	NN	126	99.6226964374117	brummend	ADJ	28	99.4793229714831	reibungslos	ADJ	81	99.2762659465375	profitträchtig	ADJ	19	99.259333293567	verzeichnen	V	105	99.2301496528712	zollfrei	ADJ	32	99.2276066453146	Gebäude	NN	288	99.1397961460173
Erweiterung	27	6.30	2.13	28	2.82	1.98	30	4.90	2.83	11	1	288142	Spezifizierung	NN	22	99.9619059245197	Aufbau	NN	105	99.8200030006375	Dauerausstellung	NN	32	99.7946258170243	Applikation	NN	55	99.6543750618548	Feuerwache	NN	31	99.4150821277577	Bauvorhaben	NN	44	99.314965468756	Krishna	NE	29	99.1142528369935	Erhaltung	NN	289	983.330750314764	Erstellung	NN	71	98.8636045369048	Gemeinschaft	NN	102	98.3347518122098
Kosten	25	2.12	1.54	22	3.82	2.65	23	5.70	2.90	6	2	1471421	günstig	ADJ	1324	997.874302559543	geplant	ADJ	891	996.143692634915	Aufwand	NN	3424	9920.78089689241	gestiegen	ADJ	2356	9912.62419044909	Verwaltung	NN	773	991.00692766161	regelmäßig	ADJ	1347	990.746772763853	bürden	V	27	99.9338416289972	veranschlagen	ADJ	25	99.7994560644638	Überschreitung	NN	67	99.5806878920921	Profilierung	NN	47	99.5437014576726
Bohne	21	5.05	1.96	23	1.13	1.06	21	9.10	1.34	5	3	52055	Erbse	V	14	99.3992068693722	Schote	NN	19	98.4979697570477	Qualität	NN	74	98.3734052735355	Speiseöl	NN	18	97.7629113965866	mahlen	NN	14	97.0842255177105	einweichen	V	21	96.8744788386436	Vollkornprodukt	NN	19	96.8305225873821	zacken	NE	18	96.317800993534	Zack	NN	19	95.769136803636	Grüne	NN	43	95.2912460559164
Dinner	29	7.48	1.62	22	4.14	2.57	17	7.59	2.83	6	4	25648	erstklassig	ADJ	29	98.5055441097447	ausgiebig	ADJ	31	98.3826356277024	besonder	ADJ	70	96.980896347539	One	NE	26	96.6211639739864	intim	ADJ	24	95.758849803209	veranstalten	V	34	93.6973697382849	cruisen	NE	19	92.2289641743581	edel	ADJ	31	92.0854489257323	kosten	V	14	9.93410269463619	gestern	ADV	19	9.93293421358917
Umfrage	33	4.79	2.25	21	2.95	2.33	17	5.94	2.59	7	1	277428	Cavallo	NE	24	99.626547676187	Konsumentenstimmung	NN	15	99.4615153849802	Mittwoch	NN	98	99.306563208231	demoskopisch	ADJ	149	984.568099470009	interessieren	V	121	98.8144502791328	Hochschul-Informations-System	NN	18	98.1257794630464	eine	NE	53	98.0749718533083	nach	P	8869	9752.93599799759	übrigens	ADV	198	97.2557070287282	Diplomarbeit	NN	44	97.1503857237958
Unterleib	20	4.00	2.25	34	4.38	2.79	20	8.05	2.65	9	3	11685	Druck	NN	38	99.2778095801606	Oberkörper	NN	20	99.0952209830187	durch	P	139	98.4485386836346	weich	ADJ	30	97.3119982138261	stoßen	V	33	95.4328839994969	operieren	V	23	95.1268797087467	aufschlitzen	V	14	94.9499428679828	Unterkühlung	NN	14	94.8101147587718	abtasten	V	15	90.3237192424617	eher	ADV	20	9.74580254555176
Adler	24	6.50	2.92	28	4.96	2.63	27	8.81	2.83	5	3	80683	Junior	ADJ	166	994.977379276155	verletzen	V	58	99.9494267872234	gleichen	V	40	99.18654474234	Hotel	NN	361	974.784586304639	Neue	V	13	97.6537089157468	sitzend	ADJ	34	97.5722612528132	Königshof	NE	16	97.23662508313	&quot;	ADV	114	97.0848994702195	Hinterzarte	NE	17	96.7771543025539	Schnabel	NN	28	96.5745025962993
Vermarktung	22	3.45	2.04	14	0.93	1.21	22	5.55	3.11	11	1	75723	Wirtschaftsstandort	NN	26	99.9803249826872	Kodex	NN	23	99.8639476553485	iPhone	NN	48	99.1156923262909	bundesweit	ADJ	55	98.3980744384246	über	P	1277	972.762284014258	Transport	NN	47	97.6503248393218	künftig	ADJ	77	97.5883178258469	Projektierung	NN	21	96.5978447871443	Schlachtung	NN	22	96.4264354347003	hin	ADV	440	958.39512765877
Konjunktur	27	4.41	1.89	30	4.33	2.87	22	4.68	2.92	10	1	44558	Phase	NN	50	99.8649264798746	sorgen	V	77	99.8474722981111	anlaufend	ADJ	18	99.7811254336533	wachsend	ADJ	45	99.5003497385057	global	ADJ	267	984.124891445906	zunehmend	ADJ	63	98.7958598056793	ab	P	116	97.8412678879377	Konsum	NN	33	97.7672469629429	Verbesserung	NN	49	96.1899579608394	Talfahrt	NN	20	94.4431794595728
Einstimmung	30	6.27	1.26	20	3.15	2.08	25	3.20	2.58	11	1	19385	gut	ADJ	672	988.754135166868	akustisch	ADJ	27	96.7691398423171	Sonntag	NN	12	9.91087047754528	übernehmen	V	15	9.60245495572229	(blank)	ADJ	14	9.5287818740418	positiv	ADJ	52	89.5564393062905	fröhlich	ADJ	28	85.5084210138708	Fest	NN	30	84.6276710874124	beginnen	V	61	84.2140338773772	Meditation	NN	22	82.8239205287832
Einsparung	18	4.61	2.52	29	3.62	2.91	24	4.96	3.22	10	1	82855	eventuell	ADJ	88	99.7182255285839	entgangen	ADJ	25	99.2094164642033	Reisekosten	NN	26	99.0090004232974	Verwaltung	NN	65	98.8898381083199	Umfang	NN	64	98.6004334026925	Zusammenlegung	NN	27	98.3673064574711	Haushalt	NN	312	972.22842621203	radikal	ADJ	49	97.2997003985488	Heizkosten	NN	179	962.265919860932	Sozialleistung	NN	30	96.8667883009431
Anwendung	21	5.48	1.86	31	1.97	1.52	14	4.36	2.84	9	1	880858	Kriterium	NN	606	999.074228405066	Datenbank	NN	550	994.664954561826	punktuell	ADJ	60	99.9497178236275	Automotiv	ADJ	22	99.7727295916973	3.	ADV	200	99.7463032179188	computerlinguistisch	ADJ	20	99.6865382459043	strukturiert	ADJ	90	99.6498024339779	aufsetzend	ADJ	24	99.6418487199756	Solartechnik	NN	37	99.4219757818914	Herunterladen	NN	50	99.254450666535
Vorname	39	6.31	2.40	31	2.06	2.39	20	6.25	4.09	7	1	69412	lauten	V	286	992.688628020065	Carmen	NE	27	99.2877436339841	Mann	NN	143	99.1104872771169	Heinz	NE	44	98.5803643552913	angeben	V	275	977.599780858459	geändert	ADJ	33	97.5981757481883	Komma	NN	27	97.3273115400129	Firstname	NN	10	97.2436686584024	Alexander	NE	48	97.1273966011245	wissen	V	163	97.09839332092
Wiederholung	28	4.79	1.79	27	2.37	2.42	27	5.19	3.29	12	1	143679	fünfmalig	ADJ	19	98.8038031945972	scheinbar	ADJ	80	98.7851890187292	eintönig	ADJ	30	98.442029891173	ohne	P	971	976.245747962968	traumatisch	ADJ	32	97.7675411633169	sonntags	ADV	35	97.36382961368	Gefahr	NN	412	960.614235157116	mantrahaft	ADJ	13	96.7866893300007	Antrag	NN	96	96.1905635177889	wöchentlich	ADJ	54	96.1454491115107
Mango	30	7.03	2.37	26	3.08	3.11	27	9.44	1.22	5	3	6301	ernten	V	21	98.7157566050519	Honigmelone	NN	11	94.8412209232303	Avocado	NE	13	93.2763283814126	wachsen	V	31	90.1736192224848	getrocknet	ADJ	124	872.873137341664	reif	ADJ	136	859.368369963354	Dattel	NN	14	84.0656150439796	Birne	NN	16	81.8724289566377	Nektarine	NN	10	81.0134493249875	Traube	NN	15	74.4739437505986
Ente	24	6.13	1.90	28	1.93	1.88	22	8.82	2.40	4	3	69208	Ziege	NN	190	996.684093680552	Rotkraut	NN	16	99.4984025103874	Biber	NN	23	99.3610366102509	klein	ADJ	719	980.322587137068	lecker	ADJ	48	98.5408561136683	zubereiten	V	34	97.6653314069539	kacken	V	155	967.133280033941	quaken	V	123	957.734202530575	Peking	NE	201	950.648793859632	kommen	V	406	95.5763954560991
Verweigerung	19	3.53	1.84	26	5.38	3.14	24	4.96	2.97	12	2	31665	wiederholt	ADJ	35	98.9632343164249	beantragt	ADJ	23	98.8997734874691	Futteraufnahme	NN	16	98.7940322271485	Auskunft	NN	227	978.114302330023	Unterstützung	NN	59	97.797282035637	Eintragung	NN	28	96.1011245973704	Arbeitgeber	NN	43	95.97744888513	systematisch	ADJ	37	95.7951746728272	Rückzug	NN	27	95.7410769067096	Überstunde	NN	23	94.7028950283799
Zeitschrift	34	5.79	2.19	26	3.08	2.40	25	8.04	2.59	11	3	371708	welche	ADJ	59	99.9221279802234	landeskundlich	ADJ	27	99.8157833538325	Sozialpädagogik	NN	34	99.7579542056751	Informationsstelle	NN	28	99.7415142877352	Wespennest	NE	16	99.6645834399169	Untersuchung	NN	180	99.6329805035446	Mundartforschung	NN	15	99.5571238458317	Redaktorin	NN	20	99.2784145706487	CD-Rom	NN	31	99.2000938218101	bundesweit	ADJ	109	99.1961798843427
Beobachtung	30	6.23	1.92	27	4.19	2.87	19	5.42	2.87	11	4	254187	stören	V	99	99.7237797813723	Zählung	NN	32	99.6932971549186	abendlich	ADJ	43	99.1680436357709	protokollieren	V	33	99.004409579398	Versuch|Versuchen	NN	49	98.7473633355813	stammen	V	135	98.4326300780798	zensiert	ADJ	23	97.6728602065696	Rauchgasvergiftung	NN	21	97.6570427919592	Vermessung	NN	33	97.5517768111074	punktuell	ADJ	39	97.497419787981
Hilfe	38	6.79	2.04	15	5.07	2.63	27	6.19	3.21	5	4	2007348	gegebenenfalls	ADV	768	999.442112160169	sonstig	ADJ	992	997.737662709552	Aufbau	NN	955	997.124092685442	Heilung	NN	566	996.453945251317	Bewältigung	NN	448	995.993158817031	Nachbar	NN	826	993.696785089139	lebensnotwendig	ADJ	73	99.7906541824992	Zauber	NN	132	99.5392994606976	adaptiv	ADJ	58	99.5318801266291	bedürfen	NN	77	99.4957413715276
Technologie	23	6.22	1.57	22	4.00	2.89	16	4.06	2.72	11	1	440303	Standard	NN	500	995.964902348345	umweltverträglich	ADJ	235	994.209883756151	Kombination	NN	534	991.935605733972	Power	ADJ	37	99.4094936152888	Ion	NN	42	99.4039774520126	Überwachung	NN	76	99.3514091631473	Atomkraft	NN	49	99.261143734293	Umgang	NN	187	99.1931221076232	Funktionsweise	NN	47	99.13805282854	höchstentwickelt	ADJ	19	99.0979942628826
Preis	30	4.83	2.07	16	4.94	2.24	17	6.94	2.95	5	2	2085679	werden	V	83299	9982.87121206005	supergünstig	ADJ	206	996.828083290215	Stifter	NN	323	991.528627595991	Kauftipp	NE	27	99.9208208151885	Originalität	NN	62	99.9054335081535	Agrar-Rohstoff	NN	20	99.8768788083052	Milchquote	NN	31	99.8554671371471	Vorlieferant	NN	33	99.8249265762832	Aberkennung	NN	40	99.8044962131654	5.	ADV	186	99.742491685717
Erfordernis	28	4.18	1.81	23	3.83	2.77	28	3.82	2.89	11	1	68976	ökonomisch	ADJ	273	985.996420017357	festlegen	V	54	98.7314825118671	Schutz	NN	70	98.6879922586144	Vorliegen	NN	18	98.3519660677662	abdecken	V	40	97.3005779259486	ausgerichtet	ADJ	36	96.8693837101514	administrativ	ADJ	30	96.7876615993073	Rechnung	NN	304	958.997665071462	Anpassung	NN	43	95.8291626957047	Jagdpflege	NN	10	95.6411303355933
Wade	35	4.97	2.16	26	2.04	2.20	25	9.56	1.64	4	3	29387	Brust	NN	34	96.6402549869494	anspannen	V	20	95.894012839983	bemerkbar	ADJ	28	94.4958872738302	durchtrainiert	ADJ	16	94.1199247960188	Taylor	NE	24	91.0505815391392	Knie	NN	182	902.352698327548	schmerzen	ADJ	21	90.3035527116485	zeihen|ziehen	V	50	90.1855796973082	Ballack	NN	19	90.0290712045165	heftig	ADJ	11	9.31950807336387
Vulkan	32	5.03	1.96	28	6.75	2.74	30	9.17	2.05	6	2	52647	besteigen	V	178	999.096091624271	Gipfel	NN	218	991.619069025122	Bergsee	NN	18	99.4685690468458	atemberaubend	ADJ	34	97.7358426445793	nahe	ADJ	45	97.5513752558334	sehen	V	254	97.5340265032128	erkaltet	ADJ	17	96.9405252041362	Nordinsel	NN	16	96.0000560341602	über	ADV	94	95.1100960184888	Antonio	NE	27	95.0640647573279
Bügel	25	4.40	1.12	25	1.96	2.79	17	8.00	2.40	5	3	21043	Kopfhörer	NN	24	99.6581940763317	einklappbar	ADJ	13	98.2452328562077	umlegen	V	21	97.3409953508241	Käfig	NN	26	96.56606163339	Sattel	NN	25	95.0205081210674	umklappen	V	15	94.9266571409119	gummiert	ADJ	15	94.9038220759012	leicht	ADJ	76	94.726027994473	Cup	NN	17	94.7085725969978	Befestigung	NN	22	94.6413421534077
Romantik	24	8.13	2.61	23	6.65	2.62	23	4.70	3.21	8	4	58305	Spannung	NN	277	995.557297879938	schwarz	ADJ	360	990.365639105265	Vormärz	NN	17	99.8609687415072	&quot;	P	551	981.266416096034	melancholisch	ADJ	28	98.8801371011519	Gegenwart	NN	44	98.8135495785563	weihnachtlich	ADJ	29	98.63925888341	spät	ADJ	145	98.5069223966197	Ästhetik	NN	30	97.8116485697042	Flair	NN	31	97.7753200715209
Lebendigkeit	26	8.50	1.63	28	6.43	2.46	25	5.12	1.94	12	4	25923	schenken	V	39	99.5951057187401	Harmonie	NN	28	99.3096342173767	entstehen	V	69	98.9089674237876	zu	P	336	98.8844967155991	voll	P	247	969.437004128287	Eleganz	NN	23	96.8238173118973	mitreißend	ADJ	23	96.2691260844182	Fruchtbarkeit	NN	20	94.6381511676521	sinnlich	ADJ	25	93.6653167622404	Geist	NN	45	92.7988480699807
Erdball	23	6.17	1.80	25	3.60	2.68	12	8.83	2.44	7	3	12854	bewegen	V	38	96.6420513820746	verteilen	ADJ	19	96.513942166662	Umrundung	NN	14	93.2643315029278	verlassen	V	10	9.95319324283821	folgen	V	13	9.68267040379105	Kultur	NN	10	9.62130697541262	darstellen	V	11	9.51270746236015	Ende	NN	23	9.34862635969211	Gott	NN	18	9.19795181528754	einsetzen	V	12	9.02020946271371
Geschrei	33	3.09	2.38	32	7.09	2.83	31	6.87	2.68	8	2	33244	stürzen	V	37	99.9513347897635	erschrecken	V	27	98.6223422391749	üblich	ADJ	51	98.2311921175361	unter	P	593	972.618076948781	allgemein	ADJ	70	97.817157731993	Gemecker	NN	16	96.1257869914349	Gejubel	NN	12	94.9212207278061	ewig	ADJ	45	93.7629796581027	Gekreische	NN	14	93.2220995856878	Wein|Weinen	NN	24	93.0728182707981
Beschäftigung	26	6.19	1.94	21	4.52	1.94	15	5.13	3.09	13	4	239003	Mitarbeiter	NN	609	996.672679659283	Stabilität	NN	300	990.669215104379	Sozialhilfeempfänger	NN	30	99.8034151660869	nett	ADJ	165	99.6861808556869	wegen	P	348	99.6701485033644	Text|Texten	NN	72	99.577138067385	gewerblich	ADJ	66	99.5714992968187	zulassen	V	88	99.107672720374	sachgrundlos	ADJ	20	99.0974229072	zugewiesen	ADJ	34	99.0003887033856
Vertretung	21	5.24	1.61	23	1.96	2.12	23	5.04	3.17	10	1	106591	Ortsbürgermeister	NN	26	99.7021081961293	Fraueninteresse	NN	15	98.6781875549696	Aufgabe	NN	131	98.4750998686993	viert	ADJ	71	98.3700229167946	effektiv	ADJ	70	98.2882937269352	mittelbar	ADJ	32	98.1723386432464	EU-Kommission	NN	215	972.689684620726	Gericht	NN	375	970.285381480273	Wahrnehmung	NN	55	97.8396275924721	institutionell	ADJ	39	97.1802521769155
Formulierung	29	5.03	1.66	35	1.77	2.39	27	4.78	3.37	12	1	168410	gewagt	ADJ	34	99.9876396322339	überarbeiten	V	49	99.9136468996168	bei	P	7707	9831.26013785856	vorsichtig	ADJ	347	977.306610462465	Art	NN	702	977.006403878279	umständlich	ADJ	240	976.343031688025	erkennen	V	159	97.9564377385159	Patientenverfügung	NN	31	97.846138561011	metaphorisch	ADJ	28	97.7579638543695	floskelhaft	ADJ	16	97.6992201348869
Kugel	22	5.82	2.38	25	1.88	2.35	17	8.76	2.46	5	3	195486	Zielkugel	NN	16	99.9168120047555	Stein	NN	100	99.5900686367479	reichen	V	156	99.4923219259365	über	P	2190	987.253830073549	gesucht	ADJ	42	98.3761577048674	Metzdorf	NE	16	98.1830856816067	schlucken	V	44	98.1449325437391	Boden	NN	137	98.1039605583472	müssen	V	1116	98.0666480621754	Christbaum	NN	25	97.5654945002796
Unsinn	19	5.89	2.56	16	4.50	3.01	34	3.59	3.14	6	1	117261	Schwachsinn	NN	212	999.225517874275	unreflektiert	ADJ	25	98.5847580238828	politisch	ADJ	158	98.2427358037298	Unwahrheit	NN	26	97.8233750119493	ökonomisch	ADJ	297	967.827544265198	haltlos	ADJ	23	96.9065684661651	ebensolch	ADJ	26	95.907330558152	daherreden	V	17	95.6228082754073	grob	ADJ	303	946.606602225867	Widersinn	NN	16	94.7791251844637
Schnee	31	5.90	2.81	21	3.19	2.96	19	9.53	0.96	6	3	324393	tief	ADJ	3260	9951.66606736695	aufgetaut	ADJ	22	99.8512232935872	kleben	V	65	99.8094047387426	neugefallen	ADJ	11	99.7842060714794	weggetaut	V	131	989.8245509931	festgefahren	ADJ	191	987.459926882699	Wetterbericht	NN	34	98.8985857804254	eindringen	V	52	98.7582719035397	einsetzend	ADJ	43	98.6731324595081	Ausritt	NN	34	98.3276999994373
Presse	31	4.68	1.45	28	4.82	2.29	15	7.40	2.90	6	2	343570	international	ADJ	3674	9983.95658527435	kubanisch	ADJ	45	99.7976781257303	erschienen	ADJ	64	99.6269200165477	argentinisch	ADJ	43	99.513320293156	nationalistisch	ADJ	41	99.1134045884731	Mittelbadische	ADJ	116	983.68543451255	Abteilung	NN	410	982.378070048354	Leiter	NN	427	981.606054238048	Grundrecht	NN	60	98.852966833402	mitbekommen	V	66	98.7480512831728
Mikrofon	27	5.89	1.50	32	3.84	2.89	24	9.29	1.63	8	3	66735	kalibriert	ADJ	18	99.6823939956611	Sprachqualität	NN	20	99.0175357961173	akustisch	ADJ	37	98.3566964568772	winzig	ADJ	39	97.8734934414234	Beamer	NN	29	97.8290536945512	defekt	ADJ	38	97.6958229328718	einsprechen	V	16	97.3549781784613	Schallquelle	NN	18	97.3528523363753	nahe	ADJ	48	97.2621306984703	Monitor	NN	36	96.8801125370794
Krawatte	29	4.90	1.76	26	2.50	2.64	27	8.81	2.27	8	3	32064	Schal	NN	159	998.064509312494	Hechter	NN	100	991.286339487466	farbig	ADJ	34	99.7645633691362	Herrenhemd	NN	14	98.7139779625986	Seide	NN	21	98.0677320178302	sogar	ADV	104	97.9160654698112	Hemdkragen	NN	14	96.9828678353269	diagonal	ADJ	21	96.7304957083071	Strickware	NN	14	96.5590308574994	geschmacklos	ADJ	20	96.1577288810442
Studium	29	7.28	2.09	21	5.48	2.52	17	7.59	2.60	7	4	634820	zügig	ADJ	399	998.129601571813	abbrechen	V	2304	9972.50559199288	Berlin	NE	1172	993.086330078471	Behinderung	NN	483	993.012486771741	Engineering	NE	48	99.4348083585507	erwerbstätig	ADJ	42	99.4242445494978	wissenschaftsbezogen	ADJ	18	99.3399542897019	Klausur	NN	67	99.3387930704236	Richard-Strauss-Konservatorium	NN	17	99.0044933787463	Volkswirtschaft	NN	299	985.24798812222
Beschluss	27	4.93	1.54	31	3.61	2.58	28	4.29	2.58	9	1	377282	Bezirksvertretung	NN	193	997.287912246076	Rechtskraft	NN	207	993.589063372235	Vorstandssitzung	NN	210	992.829325560936	nicht-öffentlich	ADJ	28	99.961086751002	ordnen	V	69	99.8329225302838	Völkerbund	NN	27	99.5315611438046	Streitwert	NN	36	99.1030501343878	beraten	V	110	99.0544361942303	Vergabe	NN	60	99.0121894875165	weitreichend	ADJ	294	983.842711468298
Schlampigkeit	18	2.39	1.91	13	5.31	2.78	21	6.10	2.76	13	2	1506	Nachlässigkeit	NN	12	91.9188727487522	durch	P	54	91.363582506673	vorwerfen	V	16	91.0878050769236	bei	P	64	77.8538138945052	Faulheit	NN	11	77.7289423894263	Fehler	NN	20	72.7073970451451	Dummheit	NN	12	72.18096802549	wegen	P	23	62.933125598383	aus	P	49	60.1064999858007	für	P	42	6.41612126179951
Transport	20	5.40	1.31	19	1.53	1.43	23	6.17	2.90	9	1	241763	Speicherung	NN	252	998.165772612365	and	NE	335	996.181341540836	Handling	NN	28	99.628194855697	plus	P	63	99.5231362610702	Kühlung	NN	41	99.4094668119852	Philippsburg	NE	25	99.2936208514276	Last	NN	356	984.280394596717	überfallen	V	42	98.4363440886786	stressfrei	ADJ	33	98.1060818894056	Haushaltsauflösung	NN	20	98.0333680507354
Verbot	26	2.81	1.88	22	6.09	2.69	19	6.05	3.06	6	2	211191	wegen	P	779	993.959143913301	Linkspartei	NN	42	99.9940338907408	nachdenken	V	73	99.7659635652095	Computersicherheitswerkzeug	NN	12	99.7622455471904	Raucherkneipe	NN	18	99.6432646166817	religiös	ADJ	397	987.496911306547	derartig	ADJ	389	980.832233923373	ausnehmen	V	217	980.034158652965	Antikonzeptionspille	NN	11	98.6279390961819	krebserregend	ADJ	29	98.5396661944896
Spruch	30	5.63	1.61	23	2.43	1.83	18	4.67	3.09	6	1	283686	denken	V	305	99.6865661485014	ausgelutscht	ADJ	23	99.4297682070952	beknackt	ADJ	24	99.416236779209	radikal	ADJ	71	98.8533607722326	gestickt	ADJ	23	98.7910056447683	draufhaben	V	20	98.7724389998612	dumm	NE	19	98.109767893322	dumm	V	22	98.0221200714627	skandiert	V	17	97.9240152179153	Kommentator	NN	42	97.4323066299409
Einsatz	26	6.04	2.29	25	4.44	3.23	22	4.64	2.48	7	4	1688647	Luftwaffe	NN	365	999.102385461319	Leiharbeiter	NN	278	999.060530999381	multimedial	ADJ	377	996.954504123832	Atemschutzgerät	NN	230	993.300909302056	gelegentlich	ADJ	709	991.063903702995	Dialer	NN	44	99.9549222546676	Produktionsverfahren	NN	41	99.8064056084653	Heimkino	NN	47	99.7056725094182	Ortsverband	NN	78	99.6768803041883	Libero	NN	51	99.6406930131224
Wendigkeit	21	7.24	1.89	17	3.53	3.22	16	4.31	2.60	10	4	6968	Leichtigkeit	NN	19	93.4308263975812	Antritt	V	10	92.3300890341536	außerordentlich	ADJ	24	91.9116534392783	schlecht	ADJ	13	9.94789178378096	eher	ADV	15	9.79299987786717	Maschine	NN	27	86.1116288502251	erhöht	ADJ	25	85.9575792252565	außergewöhnlich	ADJ	24	84.4605277700917	Feuerkraft	NN	12	82.0914981913593	Intelligenz	NN	19	81.8677069789799
