Word	Val_N	Val_M	Val_SD	Ar_N	Ar_M	Ar_SD	Con_N	Con_M	Con_SD	length	Cluster	Freq	Avrg_Cosine
Raum	20	5.40	1.96	22	2.05	2.44	22	6.50	3.08	4	3	1826942	0.0970295874052228
Verunreinigung	23	1.65	1.37	28	4.64	2.57	27	6.22	2.47	14	2	33656	0.09865097482212609
Veranstaltung	27	6.44	1.53	25	3.84	2.48	18	6.61	2.45	13	4	1331318	0.0915517293221597
Krawatte	29	4.90	1.76	26	2.50	2.64	27	8.81	2.27	8	3	32064	0.03519087988362172
Person	26	5.73	1.37	21	3.71	2.65	26	7.96	2.69	6	3	2539720	0.07258680570132035
Informant	17	3.76	2.05	23	4.26	2.32	32	6.78	2.41	9	2	18512	0.0905722361945788
Tendenz	24	5.33	1.52	26	3.31	2.80	26	4.27	2.93	7	1	209484	0.057935830976126035
Entschuldigung	26	6.73	1.73	26	5.00	2.84	19	5.16	3.04	14	4	105946	0.10162363255597344
Realität	33	6.18	1.98	24	5.67	2.79	25	2.64	2.53	8	4	468333	0.08333292778406427
Monitor	23	4.52	1.62	26	1.42	1.88	33	8.79	2.29	7	3	132391	0.06831679306117533
Motorrad	30	5.40	2.19	22	4.36	3.27	20	9.20	1.70	8	3	198867	0.054603641937660784
Auswahl	29	5.79	2.18	25	3.04	2.70	27	3.33	2.69	7	1	776374	0.15100609119729352
Anlass	31	6.00	1.86	22	2.95	2.79	23	3.61	3.12	6	1	476161	0.08532643888091875
Stuhl	31	5.19	2.23	20	0.85	1.76	21	8.90	2.30	5	3	237065	0.029225622663778504
Endlichkeit	21	4.29	2.17	29	4.38	3.34	16	4.00	3.14	11	1	9210	0.0900219572088672
Hirn	24	6.92	2.00	24	4.25	3.48	27	8.93	2.22	4	3	80799	0.10833329736363609
Votum	26	4.77	1.70	19	3.42	2.89	23	4.22	3.09	5	1	40288	0.08140475028836745
Bestimmung	27	5.33	2.35	23	3.91	2.56	18	3.11	2.52	10	1	415625	0.1454800513059755
Enteignung	32	1.91	3.10	16	6.00	3.39	17	5.53	3.22	10	2	26167	0.12460038752811839
Pfanne	26	5.04	1.46	29	2.45	2.67	20	9.00	2.66	6	3	78805	0.03350976150090184
Ente	24	6.13	1.90	28	1.93	1.88	22	8.82	2.40	4	3	69208	0.04017063337790601
Atlantik	21	6.57	2.42	26	5.15	3.15	25	8.40	1.96	8	4	36576	0.12320386851398622
Ausbildung	32	6.56	2.26	22	3.55	2.63	21	5.67	3.04	10	4	977711	0.1164884245786311
Plakat	22	6.32	1.17	31	2.55	2.23	31	8.94	1.82	6	3	149528	0.09399411723430605
Gerät	28	5.21	1.57	36	1.81	2.03	15	6.27	3.20	5	1	1310490	0.0804837745878027
Bus	29	4.90	1.59	31	2.26	2.00	15	9.27	2.09	3	3	493312	0.05352732805069963
Kugelschreiber	17	5.47	1.70	19	1.68	2.33	25	9.36	2.02	14	3	18584	0.055596458278222266
Affäre	21	4.05	2.20	20	8.35	1.76	26	5.85	2.75	6	2	64235	0.08500945887534928
Ehrfurcht	34	5.00	2.13	30	4.83	2.78	23	3.74	2.83	9	1	27772	0.17803471507508997
Verheißung	25	6.80	2.61	19	5.68	2.38	17	3.94	2.97	10	4	32902	0.1150719925457107
Nachteil	19	2.26	1.76	31	4.32	2.89	17	4.53	3.14	8	2	429355	0.042216734755460845
Saison	20	6.15	1.95	24	3.50	2.77	16	5.00	2.76	6	1	932983	0.09440635354707369
Schaf	26	6.23	2.16	15	2.60	2.61	22	9.55	1.14	5	3	155467	0.07223757529606503
Typ	28	5.57	1.97	19	3.63	2.06	18	3.56	2.38	3	1	700750	0.05478615025193754
Beschreibung	28	5.54	1.45	27	2.04	2.24	20	5.05	3.15	12	1	506522	0.10906806464575322
Schnorchel	24	5.42	1.79	19	2.11	2.38	26	8.77	2.10	10	3	18713	0.050475302871575
Hütte	27	6.41	2.42	20	1.75	1.77	28	8.43	2.32	5	3	190073	0.10731277336416706
Armee	27	3.56	3.04	18	5.17	3.17	29	7.79	2.55	5	2	319774	0.12323149042422525
Fang	33	5.48	2.37	23	3.83	2.55	18	5.67	2.72	4	1	57589	0.07184429986980395
Stall	35	5.51	2.17	24	3.13	2.86	19	8.53	1.31	5	3	162082	0.05908706456696298
Brauch	33	6.03	1.85	17	2.41	2.15	25	4.92	3.15	6	1	72702	0.08386943305573684
Polizei	24	5.17	2.58	26	6.04	2.25	32	8.63	2.20	7	4	854671	0.05104530440872282
Grundsatz	22	5.91	1.60	27	3.93	2.80	19	4.21	2.78	9	1	294229	0.1009183434977113
Lineal	24	5.21	1.98	18	1.28	1.87	17	9.06	2.41	6	3	7156	0.05761085066215987
Norm	30	4.40	2.19	27	3.07	2.83	18	4.11	3.79	4	1	214630	0.06321044783124843
Kurier	27	5.56	1.91	16	2.44	2.16	20	7.10	2.20	6	3	10619	0.075247356752232
Sprung	17	6.12	2.03	20	4.80	2.98	19	6.21	3.03	6	4	216389	0.07237046745722554
Gold	34	6.59	2.23	22	4.82	2.92	17	9.24	1.20	4	3	378280	0.10676623310401244
Schalter	20	5.35	1.27	20	1.85	2.78	14	8.36	1.74	8	3	146613	0.06955394123106312
Regung	25	6.60	2.02	30	4.60	2.79	22	4.45	2.44	6	4	14536	0.11496665245909772
Spinne	30	3.10	2.58	23	5.61	3.12	26	9.19	1.70	6	2	28727	0.03645185592427124
Figur	26	5.35	2.02	21	2.71	3.12	14	7.07	2.09	5	3	625225	0.09364414044567392
Gefangenschaft	29	1.55	2.43	21	6.67	2.48	21	6.33	2.87	14	2	45229	0.12536172686098135
Beschränkung	20	2.10	0.97	25	3.84	3.18	29	4.90	2.82	12	2	107717	0.1331844974790271
Berechnung	24	4.50	2.09	30	2.57	2.39	26	4.69	2.59	10	1	255067	0.10936453236597737
Arbeiter	27	4.48	2.17	26	2.62	2.26	29	7.03	2.92	8	3	255923	0.10867232311391362
Versendung	25	5.36	1.98	19	1.84	1.86	21	4.29	2.69	10	1	11957	0.05864588729907701
Übereinstimmung	25	6.96	2.70	25	2.88	2.47	24	4.71	3.26	15	1	89861	0.08725276833112294
Geburtstag	25	7.28	2.72	25	4.64	2.80	28	7.14	3.12	10	4	468971	0.06302249115830812
Brezel	25	6.36	2.41	22	2.64	2.82	19	9.00	2.40	6	3	9558	0.17776110856528876
Bäcker	20	7.40	1.54	20	1.25	1.71	25	8.84	2.15	6	3	44322	0.08739563908920407
Kosmetik	32	6.38	1.90	13	2.69	2.63	25	7.04	2.30	8	3	61097	0.09623991929044413
Test	19	4.58	2.91	17	4.53	3.04	18	6.67	2.63	4	2	624809	0.060073221804823496
Illusion	28	4.86	1.96	28	5.21	2.47	22	5.09	3.39	8	1	110103	0.12139839354257935
Aufmachung	19	5.21	1.72	23	3.35	2.31	18	4.33	3.43	10	1	37818	0.09900240260735053
Entwurf	31	5.90	1.70	25	2.68	2.15	28	6.29	3.03	7	1	325952	0.1391487415851694
Ausland	26	6.69	1.67	33	5.21	2.92	22	6.59	2.99	7	4	522655	0.11249173882432265
Zentimeter	29	5.21	1.08	21	0.81	1.33	26	8.77	2.44	10	3	158852	0.07839462159348073
Juwel	22	6.82	2.42	24	4.54	2.64	24	6.63	2.92	5	4	29122	0.07731613592756618
Druck	27	2.59	2.12	20	6.20	2.89	19	6.47	3.06	5	2	844034	0.09279606221858179
Molekül	25	5.60	2.35	28	1.61	1.81	23	5.78	3.69	7	1	62139	0.029790413294355767
Verweigerung	19	3.53	1.84	26	5.38	3.14	24	4.96	2.97	12	2	31665	0.1333647703786182
Berg	31	6.19	2.55	19	2.68	2.71	24	9.17	1.20	4	3	519644	0.09919046649719271
Paprika	19	6.26	1.59	13	1.69	2.10	22	8.59	3.07	7	3	11423	0.07406448938067536
Welle	19	6.26	1.91	28	4.68	3.08	22	7.50	2.94	5	4	304393	0.04849545622138257
Bar	30	6.73	1.98	24	4.33	2.32	24	8.67	1.46	3	3	182486	0.11787796164516219
Stempel	27	4.70	1.41	22	1.77	2.25	26	8.27	2.47	7	3	70221	0.05357397824501835
Stadt	26	6.08	2.24	31	3.94	3.11	18	7.94	2.48	5	3	4053304	0.06223060717507093
Rückschritt	36	2.72	2.36	18	4.28	2.70	20	4.05	2.48	11	2	23194	0.029415153365265283
Grad	19	5.21	1.81	31	1.97	2.14	13	4.15	2.58	4	1	593670	0.07713898328974043
Container	20	3.65	1.73	22	1.95	2.13	16	8.69	2.50	9	3	85815	0.1213509276989012
Autor	26	6.88	1.80	12	3.00	2.76	14	7.00	3.23	5	3	1139238	0.16106080178911458
Besonderheit	20	6.75	2.12	32	5.16	2.91	24	3.92	2.89	12	4	252374	0.07864857401578813
Brille	25	4.64	1.96	27	1.59	2.19	17	9.35	1.17	6	3	149283	0.1056020762811185
Sendung	34	5.97	1.57	22	2.68	2.08	16	6.94	2.08	7	3	399011	0.0912828210321487
Zeug	20	4.60	1.10	22	1.05	1.53	22	3.05	2.19	4	1	253856	-0.0526577841584499
Haube	20	4.60	1.31	21	1.76	2.51	22	6.73	3.09	5	3	47531	0.0652876475241003
Geschick	31	7.68	1.64	22	3.18	2.34	20	6.00	2.64	8	4	90153	0.08264954781187255
Kirschbaum	24	8.25	1.45	28	3.50	2.76	23	9.09	2.17	10	3	8406	0.10359677778247332
Zugehörigkeit	30	6.10	2.41	29	3.41	2.32	30	4.10	3.00	13	1	58324	0.0845203207681749
Senkung	26	5.00	1.55	27	2.63	2.51	16	3.69	3.38	7	1	63377	0.08414695074922017
Gesetzgebung	28	4.82	2.09	20	4.35	2.94	22	6.50	2.81	12	1	63814	0.11458439354907499
Schmuck	29	6.17	2.32	28	4.11	2.51	17	8.76	1.79	7	3	109310	0.08741519926854764
Disziplin	28	5.25	2.73	21	3.52	3.08	25	4.72	3.26	9	1	209079	0.08945264138369172
Eindruck	29	6.48	1.86	16	4.69	2.63	25	4.48	3.31	8	4	989684	0.06625672769967489
Larve	29	3.59	1.97	24	2.00	2.27	23	8.57	2.43	5	3	37669	0.08058301936972895
Lieferung	25	6.36	2.06	22	3.59	2.82	22	7.05	2.68	9	3	222128	0.1027043112594864
Unsinn	19	5.89	2.56	16	4.50	3.01	34	3.59	3.14	6	1	117261	0.04892973477992393
Akustik	34	6.74	1.54	24	4.17	2.99	27	5.00	2.86	7	4	27362	0.10620576150048328
Applaus	28	6.82	2.65	21	5.76	2.84	25	7.96	2.26	7	4	85928	0.09206311553137234
Macher	31	4.29	2.25	19	3.79	3.10	27	3.85	2.41	6	1	83706	0.09724566283712285
Kontingent	18	4.56	1.85	18	2.50	2.23	25	4.40	2.61	10	1	24786	0.10161761112008091
Unheil	23	1.17	1.37	16	7.75	2.79	14	4.71	3.43	6	2	35333	0.06764486815498386
Bohne	21	5.05	1.96	23	1.13	1.06	21	9.10	1.34	5	3	52055	0.08976171334384934
Sturm	33	4.42	2.31	25	7.00	2.52	17	7.94	2.01	5	2	237361	0.09146908665985626
Dreck	29	3.41	2.35	26	3.50	2.52	15	6.80	3.49	5	2	103183	0.07652061497299166
Koma	27	1.11	1.67	34	5.09	3.21	25	6.76	2.47	4	2	31713	0.11725903380536963
Pult	19	4.11	1.45	14	2.36	2.37	19	8.63	1.71	4	3	17561	0.0659746122516097
Tunte	28	2.61	1.91	23	2.96	1.94	18	6.83	2.09	5	2	2601	0.03786868594887912
Begegnung	33	7.36	2.03	26	5.38	2.74	32	5.78	2.79	9	4	368872	0.17107502786915466
Tisch	24	5.46	1.50	26	1.65	2.02	28	9.82	0.61	5	3	668195	0.026166506383168642
Aufgabe	16	5.19	2.66	27	4.52	2.82	18	5.11	3.05	7	1	1860466	0.08064454447341425
Erdball	23	6.17	1.80	25	3.60	2.68	12	8.83	2.44	7	3	12854	0.04754121310701787
Herrschaft	20	2.65	1.79	25	6.52	2.58	19	5.26	2.81	10	2	209917	0.19666600772313125
Qual	29	1.48	2.65	23	6.48	2.59	28	5.68	3.17	4	2	79382	0.026645460844992624
Erfindung	24	7.29	2.07	18	5.00	2.52	31	5.74	2.98	9	4	139654	0.10074604645536463
Tusche	34	5.03	1.73	22	2.45	3.00	20	8.35	1.98	6	3	1	0.0
Aufbruch	20	6.20	2.35	30	6.20	2.95	29	3.76	2.69	8	4	63560	0.1512922351007419
Antrag	18	4.44	2.77	26	5.46	3.09	30	6.17	2.57	6	2	775411	0.12331583588146333
Kameradschaft	26	6.46	2.98	19	4.79	3.24	14	5.64	2.41	13	4	26455	0.09617675622589954
Erwerbslosigkeit	22	3.14	3.15	30	4.67	3.60	17	6.65	2.94	16	2	5758	0.08216714295989519
Fee	29	8.03	2.31	24	3.96	2.97	28	7.93	2.34	3	4	40325	0.09006211958138557
Industrie	24	4.50	1.59	20	2.60	2.01	28	6.00	2.54	9	1	414115	0.08613646397484509
Ferse	27	4.33	1.86	20	1.15	1.46	22	9.14	1.21	5	3	35732	0.12296493565491307
Beschaffenheit	30	5.57	1.63	27	2.22	2.21	26	3.96	2.84	14	1	51133	0.13040295832083362
Mixer	21	4.81	1.75	16	3.25	2.82	24	8.63	2.10	5	3	18945	0.11720311742943813
Anhänger	22	4.23	1.48	20	2.75	3.14	13	6.38	2.06	8	1	260360	0.11576895212291584
Takt	20	5.90	1.37	31	2.97	2.52	23	5.96	2.31	4	1	89375	0.06773173158186711
Stuhlgang	35	3.77	2.44	25	3.48	2.84	29	7.93	2.64	9	3	13150	0.05605781529419281
Wirklichkeit	26	6.42	1.94	28	5.29	2.54	27	3.85	3.91	12	4	412945	0.06331517657960728
Schmetterling	36	8.31	1.94	28	5.46	2.73	20	8.80	2.42	13	4	58049	0.051267527489060535
Vertretung	21	5.24	1.61	23	1.96	2.12	23	5.04	3.17	10	1	106591	0.06299146394304776
Zufall	26	5.50	1.98	23	4.52	2.56	25	5.16	3.68	6	1	289753	0.0388167418774466
Priester	19	5.26	2.33	18	2.78	2.67	21	9.33	0.86	8	3	205220	0.06385021949125069
Waldbrand	26	2.50	2.53	23	6.00	2.81	22	8.41	3.00	9	2	10575	0.054356618548434155
Adresse	27	5.70	1.66	35	1.11	1.62	24	6.92	3.59	7	3	509242	0.07439036574787637
Version	30	5.20	1.63	26	1.96	2.07	14	4.36	3.89	7	1	1170430	0.03450828371018366
Verzerrung	22	3.45	2.18	28	4.57	3.19	24	3.96	2.79	10	2	27619	0.08110839066706552
Materie	22	6.50	1.14	29	2.52	2.06	29	4.00	3.16	7	1	161512	0.08737522166387801
Kleiderschrank	22	5.91	1.74	29	1.21	2.27	22	9.45	1.92	14	3	31031	0.09298916235518315
Autonomie	25	6.16	2.36	26	4.38	3.19	13	5.31	2.78	9	4	53919	0.15320717721265342
Ermäßigung	24	6.50	1.74	16	2.69	2.63	22	5.77	2.83	10	1	24650	0.12703467572930743
Reaktor	28	2.75	2.32	29	5.66	2.97	19	7.47	2.32	7	2	49992	0.09609952758283154
Einsicht	18	6.89	1.57	22	4.45	2.48	21	4.05	3.12	8	4	169812	0.09263109384274883
Siedlung	29	5.00	1.77	22	2.14	1.81	24	7.58	1.86	8	3	134425	0.0966559501933819
Politik	25	4.20	2.00	23	4.78	2.73	21	4.62	3.01	7	1	1163235	0.10288905658749119
Spielraum	28	6.29	1.86	28	3.61	2.62	19	4.68	3.61	9	1	94002	0.06799529996803073
Mond	27	7.48	1.85	25	3.76	2.88	28	9.21	1.47	4	3	225523	0.05896254270063416
Fossil	31	5.81	2.34	28	1.96	1.75	19	7.26	2.13	6	3	22320	0.06292771880114797
Charakter	26	7.23	1.97	19	5.26	2.94	24	4.08	2.57	9	4	704485	0.11023891889124499
Jacke	29	6.28	1.22	28	1.21	2.06	22	8.50	2.92	5	3	117008	0.0764541332707028
Helm	26	4.23	1.77	24	2.96	2.56	18	9.17	1.38	4	3	115396	0.08673206444435533
Dinner	29	7.48	1.62	22	4.14	2.57	17	7.59	2.83	6	4	25648	0.11198540336510981
Nonne	34	5.50	2.06	25	2.24	2.28	20	8.65	2.58	5	3	34682	0.02856365108830413
Dramatik	35	4.89	2.53	28	6.29	2.54	15	5.00	2.48	8	2	26958	0.10738969188517278
Syntax	21	4.57	1.21	11	1.09	1.45	27	3.26	2.94	6	1	22636	0.04537116594292672
Halt	21	7.38	1.88	19	2.32	2.56	19	4.00	2.89	4	1	84709	0.08723356018119877
Überschneidung	25	4.44	1.85	21	2.86	2.20	21	5.57	3.11	14	1	20566	0.08156246845586469
Schlitten	33	5.79	2.48	17	4.06	3.23	22	8.59	2.44	9	3	33725	0.09108452538688842
Tabelle	29	5.59	1.99	26	1.46	1.96	22	8.86	2.14	7	3	351700	0.09215298509309315
Opposition	19	4.89	2.08	18	4.22	2.60	21	5.24	2.98	10	1	145018	0.06096894220870666
Faschist	29	1.66	2.72	23	6.00	3.15	19	7.42	2.29	8	2	26249	0.06502725018569797
Verzicht	17	4.18	2.07	29	4.31	2.94	26	5.19	2.73	8	1	118984	0.06023289880501674
Frau	31	7.61	1.73	18	4.17	2.90	17	8.41	2.35	4	4	5490907	0.07479348739431793
Andeutung	28	4.61	1.85	23	4.48	2.52	25	4.12	3.03	9	1	29883	0.10789568691654222
Programm	34	5.82	1.88	27	2.22	2.21	22	5.68	3.03	8	1	2118169	0.07774283969647203
Axt	33	2.85	1.72	37	5.30	2.93	22	9.23	1.88	3	2	35497	0.09958656280573296
Latte	20	5.30	1.38	23	2.26	2.58	16	7.81	2.59	5	3	65175	0.047745461535836045
Grund	25	6.44	2.22	25	3.28	2.97	21	5.19	3.01	5	1	3016977	0.0948068628982671
Erfahrung	24	7.42	2.48	26	4.77	2.75	33	4.03	3.14	9	4	2465697	0.09601263822565792
Richter	25	5.48	2.37	24	4.08	2.78	18	8.44	1.85	7	3	356468	0.08740316994949789
Mandarine	15	6.53	2.07	23	2.13	2.28	31	9.55	1.82	9	3	1	0.0
Abwechslung	34	7.56	1.83	34	5.56	2.40	26	3.88	3.08	11	4	143840	0.07079097971512316
Ausschau	22	5.68	1.13	19	2.37	2.69	26	4.35	3.22	8	1	43527	0.13060415685930762
Statistik	27	4.30	2.33	30	2.00	2.17	20	5.70	3.26	9	1	240743	0.06583760495093098
Sommer	29	8.48	2.25	15	6.53	2.85	16	8.19	2.40	6	4	880709	0.034051019558483234
Ventil	18	5.50	1.76	15	2.67	3.06	15	8.07	2.09	6	3	69056	0.10266811831084681
Veranlagung	21	5.10	2.17	18	3.56	2.77	31	4.23	3.02	11	1	36451	0.10399758659493247
Unglück	29	1.31	2.22	31	7.13	2.35	19	5.05	3.36	7	2	107536	0.03609885486022527
Voraussicht	21	5.52	1.60	29	3.21	2.54	26	3.00	2.86	11	1	19729	0.046975213153013354
Besucher	23	6.04	2.23	26	4.19	2.81	32	7.50	2.18	8	3	1032487	0.12875606370911719
Antlitz	18	5.56	2.33	21	3.57	2.58	19	6.16	3.24	7	1	21217	0.1359830474306647
Scheißdreck	29	1.45	1.33	21	6.14	3.66	26	4.31	3.00	11	2	2684	0.034980534858536465
Beitrag	27	5.59	2.21	21	3.00	2.49	19	4.74	2.70	7	1	2285135	0.09520890764702226
Faust	23	3.74	2.12	28	5.43	3.11	16	9.00	2.10	5	2	114779	0.09343958925797725
Geometrie	20	4.75	1.77	28	1.07	1.39	25	6.24	2.15	9	1	41491	0.0985227305311159
Fläche	32	5.50	1.55	17	1.35	1.80	25	6.24	2.52	6	1	567485	0.12203073938812806
Elektronik	14	5.14	2.11	25	3.00	2.66	17	6.18	2.88	10	1	102432	0.1352373408185326
Sauberkeit	35	6.77	2.52	17	3.88	2.42	12	7.58	2.54	10	3	35417	0.0567528912903978
Käse	24	6.42	2.57	25	2.32	2.58	24	9.04	1.97	4	3	130717	0.08882410971880685
Meter	32	5.47	1.44	24	0.71	1.27	30	7.60	2.54	5	3	1252576	0.12126571929623804
Therapeut	38	4.47	2.58	24	4.04	2.88	22	7.59	2.30	9	3	107075	0.04468006536372684
Sport	28	6.57	2.56	19	4.89	3.48	19	6.84	2.71	5	4	712223	0.12319377622911892
Labor	27	4.44	2.56	18	3.44	2.85	30	8.13	1.76	5	3	161037	0.11265466181095692
Virus	17	1.18	1.33	29	7.10	1.90	14	6.57	2.98	5	2	231327	0.046883053268553423
Experiment	26	5.15	1.87	29	5.69	2.79	26	6.15	2.46	10	4	255003	0.11040417397781185
Strumpf	27	5.30	1.41	22	2.14	2.57	15	9.00	2.62	7	3	25507	0.03666353230212109
Evolution	41	5.73	1.76	34	4.50	2.60	19	4.84	3.18	9	1	111281	0.09831051556488997
Treppe	31	5.77	1.78	19	2.58	2.06	19	8.58	2.85	6	3	198088	0.09635184493794693
Kreislauf	33	6.15	2.06	21	3.00	2.81	22	5.86	2.66	9	1	87269	0.09592669575939114
Phase	27	4.96	1.45	24	2.96	2.87	23	3.91	2.95	5	1	501582	0.10898754948210654
Position	25	5.76	1.59	36	3.50	2.97	26	5.27	2.97	8	1	833962	0.09511189615263822
Film	23	7.30	1.46	19	4.32	2.43	22	7.86	2.27	4	4	2671171	0.1326259820231668
Schwerkraft	29	5.41	1.38	24	2.83	2.65	35	6.77	3.15	11	3	28125	0.07435176066385138
Element	20	6.85	2.18	24	2.33	2.24	25	5.20	2.74	7	1	653299	0.15429994902685062
Gift	27	2.63	2.98	21	5.86	2.67	21	6.33	2.80	4	2	95868	0.12028857091461431
Bass	26	6.15	1.91	31	4.13	3.11	11	6.73	3.23	4	4	90167	0.059843047294713056
Fehler	22	3.41	1.99	29	5.79	2.64	30	5.80	2.89	6	2	1246279	0.07005431588821291
Paranoia	30	2.23	2.57	26	5.46	3.08	30	4.37	3.43	8	2	12678	0.12702507079710684
Mandant	22	4.27	1.58	21	3.33	2.73	21	6.76	2.59	7	1	86513	0.10947831299940798
Ertrag	31	6.58	2.47	32	3.69	2.84	16	6.19	2.83	6	4	120360	0.08003500545175457
Spinnennetz	25	2.96	2.34	25	3.24	2.80	20	9.30	1.42	11	3	5635	0.06170658810053342
Gang	23	5.39	1.27	22	2.14	2.12	15	6.80	2.93	4	3	521993	0.10554637757370754
Eingeständnis	30	4.97	2.20	33	5.06	2.76	12	3.33	3.73	13	1	12298	0.07825137953648537
Sofa	24	7.71	1.55	26	1.77	2.25	21	9.71	1.31	4	3	90621	0.03791799708655532
Vergewaltigung	22	0.91	2.94	22	8.86	1.88	17	7.06	3.11	14	2	52470	0.060747473552855785
Anwendung	21	5.48	1.86	31	1.97	1.52	14	4.36	2.84	9	1	880858	0.15328906170733356
Exekution	22	1.18	2.36	27	6.85	3.08	8	8.38	1.51	9	2	8062	0.1114980058275341
Innovation	36	6.58	2.25	23	5.57	2.64	30	4.63	3.26	10	4	232871	0.11129196208403387
Moor	36	4.50	1.95	16	3.69	2.47	19	9.26	1.19	4	3	45351	0.066091173246999
Rezept	15	5.87	1.92	17	2.76	2.44	18	6.56	2.48	6	3	268346	0.08327289021522867
Walzer	26	6.62	2.42	20	3.00	1.97	20	7.50	2.26	6	3	16488	0.048378125649582736
Werbung	34	3.68	2.41	26	4.08	2.68	21	6.95	2.42	7	2	587134	0.05703635794776126
Kopftuch	36	3.72	2.17	19	4.95	3.54	28	9.14	1.96	8	2	38859	0.12376563105700418
Bücherei	23	7.87	1.91	23	3.48	2.29	28	8.36	2.54	8	3	41551	0.12553274745658183
Wache	32	4.38	2.00	23	3.04	3.08	17	7.00	1.90	5	3	45439	0.0785439660780003
Fragment	27	4.81	1.44	21	3.38	2.84	28	4.71	3.15	8	1	42826	0.13846263319182495
Formulierung	29	5.03	1.66	35	1.77	2.39	27	4.78	3.37	12	1	168410	0.11525551070790994
Gemeinschaft	18	7.28	1.56	17	5.00	3.14	21	5.90	2.53	12	4	451913	0.11638620748312953
Etikett	12	5.08	1.83	29	1.52	1.92	28	7.86	2.51	7	3	32587	0.05200544095400153
Anschuldigung	21	1.71	1.98	16	6.75	2.59	21	5.76	2.70	13	2	27964	0.061516386420291225
Gehirn	23	6.04	2.51	22	4.50	2.67	23	8.57	1.80	6	3	295713	0.14255605299835966
Büchse	32	3.94	1.92	20	2.30	2.92	22	7.05	3.79	6	3	17242	0.12442698146398637
Topf	21	6.00	2.30	25	1.36	1.75	13	9.31	1.38	4	3	169350	0.04821641969029281
Maske	34	4.26	1.81	12	3.92	2.50	26	7.96	1.84	5	3	131008	0.0806950855106137
Planet	25	6.04	2.01	23	4.04	3.08	25	9.04	1.06	6	3	312079	0.09008883593561029
Bote	21	5.90	1.79	28	2.39	2.41	23	7.96	1.99	4	3	45861	0.19767083549827788
Verschleierung	29	3.21	2.86	22	5.41	3.26	11	4.18	2.99	14	2	9239	0.08496349095282017
Subkultur	31	5.10	1.81	26	4.88	2.36	20	4.00	2.85	9	1	17131	0.08443759999397933
Bericht	33	4.85	1.62	29	2.17	2.87	18	6.11	2.47	7	1	1096619	0.07889202434286209
Patient	28	2.79	1.85	21	4.14	2.43	22	8.50	2.22	7	2	1205828	0.08091938571145306
Zeit	28	5.00	2.07	19	4.42	2.22	28	5.36	3.36	4	1	10021299	0.0057289936513512715
Betrieb	20	4.90	2.02	23	2.09	2.07	16	5.56	2.45	7	1	1099715	0.15053697892173035
Tragik	26	2.50	2.08	29	6.38	2.61	19	4.37	3.29	6	2	15954	0.10079081130485593
Transport	20	5.40	1.31	19	1.53	1.43	23	6.17	2.90	9	1	241763	0.09574251719955168
Fleischer	34	4.26	1.97	20	3.45	3.15	25	8.84	1.55	9	3	10847	0.05924427246328718
Fernseher	31	5.35	2.20	19	3.42	2.71	26	9.27	1.25	9	3	223099	0.09327985182275685
Fleck	23	2.52	1.73	22	3.05	2.28	19	8.58	1.57	5	3	67117	0.12352860485861943
Gewicht	29	4.14	1.90	13	3.23	2.62	19	6.05	2.80	7	1	514269	0.04403477111516589
Sicherheit	27	7.33	2.66	26	3.85	2.52	20	4.70	2.96	10	4	1224654	0.10316858706139678
Nation	21	5.29	1.62	25	3.76	2.83	26	5.88	2.86	6	1	335022	0.08798112101874052
Makel	28	3.04	2.15	19	4.37	2.93	30	4.27	2.56	5	2	23057	0.09219744068058942
Wasserleitung	32	4.88	1.77	29	1.48	2.15	18	8.39	2.85	13	3	21278	0.061290433284834744
Verfassung	15	6.87	2.10	16	4.75	2.57	23	4.65	2.31	10	4	219289	0.10256571242047874
Stift	30	6.20	1.65	20	0.85	2.08	18	8.61	1.88	5	3	98894	0.06043694645041308
Variation	13	5.62	1.98	27	3.07	2.42	18	3.94	2.67	9	1	85989	0.07327272805518723
Truppe	30	3.87	2.43	30	3.60	2.90	16	8.00	1.90	6	3	347607	0.05644676079141015
Schaum	32	6.97	1.93	24	4.21	2.92	20	8.90	2.51	6	3	37584	0.08244202775866649
Zweig	22	5.59	1.50	22	1.86	2.36	15	9.07	2.31	5	3	91251	0.04576659169553207
Tanz	30	7.37	1.92	24	5.17	2.76	17	6.71	2.71	4	4	250111	0.06149812785507651
Hotel	26	6.46	1.70	24	4.08	2.64	20	9.55	0.83	5	3	1101728	0.10584172525509765
Klarheit	31	7.61	2.38	17	5.53	3.14	18	4.00	3.11	8	4	116023	0.10476796381801248
Wohnung	24	7.63	2.32	28	3.25	2.95	14	9.50	0.94	7	3	986116	0.04366695158698012
Puffer	24	5.58	1.44	17	2.65	2.18	23	3.91	3.37	6	1	24559	0.057786019401289225
Pfad	21	6.33	1.93	21	3.38	2.31	23	6.78	2.21	4	3	165131	0.10344493761061527
Entschluss	28	6.93	1.98	26	4.50	2.64	24	4.83	3.13	10	4	77922	0.1072093789016086
Saat	21	5.90	2.21	31	1.84	2.13	21	7.33	2.08	4	3	21084	0.09789529537482317
Schlampigkeit	18	2.39	1.91	13	5.31	2.78	21	6.10	2.76	13	2	1506	0.05713631814163214
Kirche	26	5.27	3.34	25	3.36	3.12	18	8.89	1.71	6	3	1758967	0.09962192419772134
Intensivstation	37	1.70	2.26	19	8.05	2.07	22	8.41	1.87	15	2	23339	0.048504561911768426
